"RESTNUM","RESTMAINIMG","RESTIMG","RESTNAME","RESTMENU","RESTPRICE","RESTKEYWORD","RESTTIME1","RESTTIME2","RESTADRESS","RESTTEL","RESTTAG","RESTSTARSUM","RESTTASTESUM","RESTPRICESUM","RESTSERVICESUM","RESTLIKE"
261,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210605114648_photo1_58abae865445.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210605114648_photo1_58abae865445.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210605114648_photo3_58abae865445.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210605114648_photo2_58abae865445.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201112145038_photo1_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201112145038_photo3_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201112145038_photo2_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201112145040_menu1_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200626034347_photo1_b2943ef9b91e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200626034347_photo1_b2943ef9b91e.jpg,","사이공리","쌀국수/비빔쌀국수/반미/껌승/분보쎄오/롤이 있는 차죠/베트남 특선/분짜/짜요/매운쌀국수/스프링롤/","6,900원/7,900원/5,900원/6,900원/7,900원/6,900원/9,900원/6,900원/5,900원/8,000원/5,900원/","서민적인, 점심식사, 저녁식사","월-금,토","오전 11시 - 오후 9시","서울특별시 동작구 노량진동 312-43","02-822-1763","수요미식회, 혼밥",0,0,0,0,0
262,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210402060101291_photo_dba0cd1058af.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210402060101291_photo_dba0cd1058af.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200626032245_photo1_b2943ef9b91e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200626032245_photo2_b2943ef9b91e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191228084853_photo1_e1707a87f3ea.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191228084853_photo2_e1707a87f3ea.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191228084853_photo3_e1707a87f3ea.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191228084856_menu1_e1707a87f3ea.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191228084856_menu2_e1707a87f3ea.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191228084856_menu2_e1707a87f3ea.jpg,","브레드덕","깜빠뉴 바게트/고구마깜빠뉴/무화과깜빠뉴/단호박깜빠뉴/찹쌀바게트/크랜베리 호두 바게트/","3,500원/4,800원/4,800원/6,500원/4,000원/3,500원/","지역주민이찾는, 아침식사, 점심식사","월-금,토","오전 9시 - 오후 8시 (평일당일예약가능,주말당일예약불가)","서울특별시 동작구 상도동 529","070-8827-0008","생활의달인, 간식",0,0,0,0,0
263,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210718111642054_photo_fabc48758b07.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210718111642054_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210718111642294_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210718111709868_menu_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201029063757_photo1_4dc136f992ed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201029063757_photo2_4dc136f992ed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201029063757_photo3_4dc136f992ed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201029063757_photo4_4dc136f992ed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201029063757_photo5_4dc136f992ed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201029063757_photo5_4dc136f992ed.jpg,","닭발집","닭발/닭똥집/제육/오돌뼈/곱창/꼼장어/굴비/계란말이/계란탕/번데기탕/콘치즈/라면/주먹밥/삶은계란(3개)/촉촉오징어/아귀포구이/황도/","12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/8,000원/6,000원/6,000원/6,000원/3,000원/2,000원/2,000원/12,000원/12,000원/6,000원/","시끌벅적한, 점심식사, 저녁식사, 배달","매일","오전 11시 - 자정 12시 (일요일 휴무)","서울특별시 동작구 노량진동 307-159","02-826-0043","술모임",0,0,0,0,0
272,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200606082044943_photo_fabc48758b07.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200606082044943_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200606082045200_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200606082045414_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200606082045611_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200606082045815_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200606082046036_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200606082046238_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200606082046459_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200606082046459_photo_fabc48758b07.jpg,","상남스시","런치스시/디너스시/화랑/와인,사케/양주, 중국술/","25,000원/35,000원/15,000원/10,000원/20,000원/","깔끔한, 점심식사, 저녁식사","매일","정오 12시 - 오후 9시 30분 (매주 일요일 휴무)","서울특별시 동작구 신대방동 361-50","02-822-3455","낮술",0,0,0,0,0
273,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200402113032_photo1_dddfda375f39.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200402113032_photo1_dddfda375f39.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200402113038_menu1_dddfda375f39.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200229231214_photo1_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200229231214_photo2_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190927025512245_photo_af42c476bd07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190927025512312_photo_af42c476bd07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190928144104_photo2_yu2qMb4jwrM0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190822012256306_photo_d4cca89d6b29.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190822012256306_photo_d4cca89d6b29.jpg,","온누리에 생돈까스","돈까스/양념돈까스(매콤)/치킨까스/생션까스/치즈돈까스/","7,000원/7,000원/7,000원/7,000원/8,000원/","서민적인, 점심식사, 저녁식사","매일","오전 10시 30분 - 오후 9시 (연중무휴)","서울특별시 동작구 대방동 407-27","02-823-8589","혼밥",0,0,0,0,0
274,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210616082326733_photo_e1c71d83393e.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210616082326733_photo_e1c71d83393e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210616082326302_photo_e1c71d83393e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210616082422226_menu_e1c71d83393e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310082746549_photo_d0aae9ecf5e6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310082745950_photo_d0aae9ecf5e6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310082746879_photo_d0aae9ecf5e6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310082746251_photo_d0aae9ecf5e6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310082802304_menu_d0aae9ecf5e6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310082802304_menu_d0aae9ecf5e6.jpg,","즉석우동짜장","우동/짜장/짜장곱배기/짜장밥/콩국수/","4,000원/4,000원/4,500원/4,000원/5,000원/","서민적인, 24시간영업, 아침식사, 점심식사, 저녁식사","매일","24시간 영업","서울특별시 영등포구 신길동 4216","02-833-3284","혼밥",0,0,0,0,0
275,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191114084704200_photo_af42c476bd07.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191114084704200_photo_af42c476bd07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191118153903_photo1_bdwkCguAn8oJ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191118153909_photo2_bdwkCguAn8oJ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191118153914_photo3_bdwkCguAn8oJ.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/42314/1114780/42314_1114780__45_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59205/57514/59205_57514_84_3_8495_2014127183543493_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58860/51987/58860_51987__12458922_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58198/51914/58198_51914_86_5_8486_2014341547121_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58198/51914/58198_51914_86_5_8486_2014341547121_200x200.jpg,","일진아구찜","아귀찜 소/아귀찜 중/아귀찜 대/","38,000원/50,000원/60,000원/","국내산","휴무일","매주 토/일 (매주 토요일-일요일 휴무)","서울시 동작구 대방동 409-3 1층","02-817-5554","혼술",0,0,0,0,0
264,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210720123459_photo03_f0f08a91881c.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210720123459_photo03_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210720123500_photo02_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210720123500_photo05_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210720123458_photo04_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210720123501_photo01_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210720123502_photo01_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210712102404380_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210712102404657_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210712102404657_photo_fabc48758b07.jpg,","운봉산장","양갈비/수육/전골/뚝배기탕/된장찌개/","23,000원/23,000원/25000~45000/13,000원/5,000원/","서민적인, 저녁식사, 콜키지무료","월-금,토","오후 5시 - 오후 10시","서울특별시 동작구 노량진동 309-18 신응범치과의원","02-815-2850","식신로드, 술모임",0,0,0,0,0
265,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210704083240_photo02_f0f08a91881c.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210704083240_photo02_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210704083238_photo03_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210704083236_photo01_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210704083306_photo01_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210704083309_photo02_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210305064216_photo1_71e456e3394c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210305064216_photo2_71e456e3394c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210305064216_photo3_71e456e3394c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210305064216_photo3_71e456e3394c.jpg,","해물포차 꼴통","모듬회 대/모듬회 소/","25,000원/15,000원/","가성비좋은, 저녁식사","매일","오후 6시 - 오전 3시","서울특별시 동작구 노량진동 231-170","070-8614-8121","다코숨은맛집, 술모임",0,0,0,0,0
266,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211007084628748_photo_c54d8d54a040.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211007084628748_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211007084629050_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211012141614_photo3_Zqfltc3Jjhnx.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211007084629347_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210811090933442_photo_643704ca64c5.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210811090933546_photo_643704ca64c5.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210811090941690_menu_643704ca64c5.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210612055648_photo1_1fd7fdea8d84.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210612055648_photo1_1fd7fdea8d84.jpg,","신짱스시","모듬사시미/신세트/짱세트/사시미코스/오늘의초밥/모듬초밥/신짱초밥/","39,000원/14,000원/20,000원/33,000원/13,000원/16,000원/21,000원/","깔끔한, 점심식사, 저녁식사","화요일","오전 11시 30분 - 오후 10시","서울특별시 동작구 상도동 170-26","02-3280-8301","데이트",0,0,0,0,0
267,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210626043856_photo2_58abae865445.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210626043856_photo2_58abae865445.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210626043856_photo1_58abae865445.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210518020144538_photo_133504bef8b5.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210518020144123_photo_133504bef8b5.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210521143324_photo2_th2VlHMDcZlQ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210521143326_photo3_th2VlHMDcZlQ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210401080640869_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210401080641172_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210401080641172_photo_c54d8d54a040.jpg,","상도연어","연어사시미/연어 뱃살초밥/모듬(사시미,치즈롤,타다끼)/연어 타다끼/명란 로제 파스타/연어덮밥/수제 가라아게/수제 함박쯔꾸네/","23,000원/15,000원/35,000원/18,000원/16,000원/10,000원/10,000원/15,000원/","깔끔한, 저녁식사, 예약가능, 주차, 배달","화,수","오후 1시 - 자정 12시 (15:00-16:00 break time)","서울 동작구 상도동 156-20","070-4774-9857","데이트",0,0,0,0,0
268,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200417100711009_photo_c54d8d54a040.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200417100711009_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200417100711593_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200417100718459_menu_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200417100718744_menu_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200417095240502_photo_3ae87db83d02.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200417095240825_photo_3ae87db83d02.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200417095248877_menu_3ae87db83d02.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200302123412986_photo_fabc48758b07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200302123412986_photo_fabc48758b07.jpg,","농장사람들 상도본점","꽃등심 150g/안심 150g/채끝살 150g/갈비살 150g/특수부위 150g/차돌박이 150g/육사시미(치마살) 100g/육사시미(우둔살) 100g/육회 180g/절반육회 90g/삼겹살 180g/목살 180g/항정살 180g/가브리살 180g/돼지왕갈비 300g/돼지왕갈비 900g/불고기냉면(불고기+냉면)/왕갈비탕/한우불고기전골/육회비빔밥/한우국밥/제육볶음/돼지김치찌개/소고기된장찌개/기본상차림비(1테이블)/후식된장찌개/후식냉면/계란찜/볶음밥/","23,500원/28,000원/26,000원/22,500원/29,500원/17,000원/20,000원/14,000원/20,000원/11,000원/8,500원/7,800원/13,000원/11,000원/7,000원/20,000원/7,000원/10,000원/12,000원/10,000원/8,000원/7,000원/7,000원/7,000원/5,000원/3,000원/5,000원/4,000원/3,000원/","서민적인, 점심식사, 저녁식사, 장애인편의시설, 지역화폐, 주차","매일","정오 12시 - 자정 12시","서울특별시 동작구 상도동 29-87","02-3285-5487","식사모임",0,0,0,0,0
269,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200204052442_photo1_adNoH4s3nu79.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200204052442_photo1_adNoH4s3nu79.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200204052442_photo2_adNoH4s3nu79.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200204052445_menu1_adNoH4s3nu79.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200127105106_photo1_418cd5ac4e7e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200127105106_photo2_418cd5ac4e7e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180204113218_photo1_984d574ba199.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180204113218_photo2_984d574ba199.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180204113220_menu1_984d574ba199.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180204113220_menu1_984d574ba199.jpg,","고가네숯불구이통닭","숯불통닭 소금/양념/매운양념/반반/고가네 세트/닭꼬치 A 세트/닭꼬치추가 개당/닭꼬치포장 개당/닭꼬치 B 세트/오뎅탕 4꼬치/황도/","18,000원/19,000원/14,000원/2,500원/2,500원/16,000원/3,000원/5,000원/","서민적인","매일","오후 3시 - 오전 1시 (품절시까지)","서울특별시 동작구 상도동 195-52","02-825-0095","백종원의3대천왕, 술모임",0,0,0,0,0
270,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200523115341637_photo_bda79310d87a.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200523115341637_photo_bda79310d87a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200523115342172_photo_bda79310d87a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200523115342698_photo_bda79310d87a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200523115408051_menu_bda79310d87a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200523115408569_menu_bda79310d87a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200418040346596_photo_714b8e25c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200418040346814_photo_714b8e25c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200418040347035_photo_714b8e25c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200418040347035_photo_714b8e25c93f.jpg,","벨르보","딸기생크림케익 미니/딸기생크림케익 1호/마롱세이글/마카롱/","24,000원/35,000원/5,900원/2,500원/","지역주민이찾는","월-금,토","오전 11시 - 오후 9시","경기도 성남시 분당구 정자동 221-4","02-3280-7901","간식",0,0,0,0,0
271,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210624084532_photo2_65b79cfdbc80.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210624084532_photo2_65b79cfdbc80.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210624084532_photo1_65b79cfdbc80.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210624084535_menu1_65b79cfdbc80.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210425023340525_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210425023340777_photo_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210425023347289_menu_c54d8d54a040.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210219021710975_photo_1369d8b5a9c0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210219021710531_photo_1369d8b5a9c0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210219021710531_photo_1369d8b5a9c0.jpg,","서일순대국","술국 대/야채순대/오소리감투/머리고기/모듬/순대국/","28,000원/8,000원/13,000원/13,000원/16,000원/8,000원/","서민적인, 무료주차","술국 대","28,000원","서울특별시 동작구 신대방동 362-27","02-821-7769","수요미식회, 혼밥",0,0,0,0,0
246,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211012111030_photo1_6f20c756d5c4.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211012111030_photo1_6f20c756d5c4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211012111030_photo2_6f20c756d5c4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211012111032_menu1_6f20c756d5c4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201206020625904_photo_c10fa390751e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201206020625968_photo_c10fa390751e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201102064332_photo1_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201102064332_photo2_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201102064334_menu1_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201102064334_menu1_06d69fb0c864.jpg,","사당광안리","생연어회(소)1~2인/생연어회(중)2~3인/생연어회(대)3~4인/육사시미/멸치찌개(일일한정)/대방어중/대방어대/육반연반/연반방반/","22,000원/35,000원/50,000원/25,000원/8,000원/55,000원/70,000원/50,000원/70,000원/","시끌벅적한, 저녁식사","월-금","오후 4시 - 오전 1시 (주차불가/예약불가(죄송합니다.))","서울시 동작구 사당동 1031-37","","다코숨은맛집, 술모임",0,0,0,0,0
247,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210630030542_photo1_713c7ebf4882.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210630030542_photo1_713c7ebf4882.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630030542_photo2_713c7ebf4882.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630030545_menu1_713c7ebf4882.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210419123620_photo1_02d30f76e800.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210419123620_photo2_02d30f76e800.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210419123620_photo3_02d30f76e800.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210419123621_menu1_02d30f76e800.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210210024626_photo1_f4bce8140339.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210210024626_photo1_f4bce8140339.jpg,","복돈이부추삼겹살","생삼겹/오겹살/냉동삼겹살/불삼겹/볶음밥/목살/","12,000원/10,000원/9,000원/9,000원/2,000원/9,000원/","시끌벅적한, 점심식사, 저녁식사","매일","정오 12시 - 오후 11시 (연중무휴 영업합니다)","서울특별시 관악구 남현동 1061-11","02-588-5124","술모임",0,0,0,0,0
